id,tst_2024,age_2024,sex_2024,ethnicity_simplified_2024,country_of_birth_2024,country_of_residence_2024,nationality_2024,language_2024,student_status_2024,employment_status_2024,fluent_languages_2024,tst_2025,age_2025,sex_2025,ethnicity_simplified_2025,country_of_birth_2025,country_of_residence_2025,nationality_2025,language_2025,student_status_2025,employment_status_2025
train_0035,"I am a Hispanic man. I am a teacher. I teach immigrants from all over the world. I teach them English as a second language. I am a patient person. I am also a kind individual. I am the second oldest son of a large family of seven siblings. As a child, I grew up in Cuba. I learned to speak English by myself. I remember collecting old books in English. I would read them all. i also listened to American radio stations where I would learn English and get information on US events. These activities prepared me for my life in this country. Eventually, I was able to migrate to the US on an immigrant visa. Now I am a naturalized US citizen. I can't believe I am living in the land of the free. I have been living in America for 23 years now. It almost seems like I was born here.",70,Male,Mixed,Cuba,United States,United States,,,Part-Time,"English, French, Spanish","I am a man. I am Hispanic. I am happily married. I was born in Cuba. I am a US citizen now. I am a teacher. I teach English as a second language. I am loyal. I am sincere. I am a caring person. I am a man of simple habits. I like to exercise. I like to eat healthy food. I am an elderly person. I take care of my health. I value my personal independence. My social interaction is rich. I also like to be informed. My political affiliations are based on my conservative beliefs. I am not very religious, but I believe in God.",71,Male,Mixed,Cuba,United States,United States,,,
train_0036,"I descri e myself as being a mother, wife, teacher, and friend. I am loyal, honest, and steadfast. I am true to myself and give others the benefit of the doubt, so I'm sympathetic and understanding. I have compassion for others. I am stubborn and sometimes unforgiving. I am controlling in most situations and have a horrible temper. I suffer from bouts of depression and anxiety. I love people but can't stand being around them for too long.",47,Female,White,United States,United States,United States,English,No,Full-Time,English,"I am an organism living in this universe. I am a human living on the planet Earth, but I do not allow my nature and instincts to rule me. I am compassionate towards other's plight and have a desire to alive suffering and nurture peace. I am a woman. My womanhood defines me and is part of my nature of which I do not fight. I am a mother. Im a protector of my children. I am an advocate for my children, their biggest supporter, and the person who lo es them most. I am a giver but I can be a taker. I love people but lack patience. I'm a teacher and serve a higher purpose. I'm an investor in the future of society. I  am a lover and a hater. I am a fighter for things that matter and can be petty at the same time. I am full of flaws, but have the potential for perfection.",48,Female,White,United States,United States,United States,English,,
train_0037,"I am a father
I am a husband
I am a brother
I am a friend
I am a hard worker
I am compassionate
I am philanthropic
I am an athlete
I am hard on myself
I am driven
I am a person who expects greatness from everyone.
I am loyal and expect it from others
I am helpful
I am grateful
I am understanding
I am gracious
I am a thrill seeker
I am a risk taker
I enjoy pets
I enjoy sports",45,Male,White,United States,United States,United States,English,No,,English,"strong
brave
smart
creative
loyal
honest
funny
active
hungry
driven
empathetic
attractive
fit
unique
left handed
awesome
nimble
protective
longing
crazy",46,Male,White,United States,United States,United States,English,,
train_0038,"Middle aged white woman
Arizona resident
high school graduate
cat lover and caretaker
disabled
have bipolar disorder 2
obese
working on mental health on my own
avid chatGPT user
tarot card reader
fan of fantasy and mystery novels
former driver who wants to get a drivers license again
healthiest when I eat very low carb
wears glasses and worried about vision health
struggle with high blood pressure
not so much a democrat as anti-Trump/maga
casual gamer, primarily LOTRO
brown greying hair
brown eyes
current cat is a fluffy grey tabby male",60,Female,White,United States,United States,United States,English,,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,"1-61 year old
2-Cat lover
3- I live in the the Southwest for the past decade
4- Struggle with mental health
5- Have bipolar 2
6- Have CPTSD
7- Very much a loner
8- Female
9- LOTRO player
10- Daily chatGPT user
11- American
12- plays mobile games through paying sites like KaskKick
13- on Disability
14- earns grocery money through survey sites and game sites
15- doesn't drive
16- enjoys crafty hobbies
17- has extensive self improvement program that's finally showing results
18- eats very low carb (keto/carnivore)
19- walks to grocery store and other tasks
20- Near sighted and age-related eye issues",61,Female,White,United States,United States,United States,English,,
train_0039,"I am a father
I am a considered and kind person
I am conservative
I am loving husband
I am a hard worker
I am responsible and consistent
I am republican
I am an animal lover
I am a introspective but cheerful person
I am self-confident person
I am a great cook
I am a loving father 
I am a proud American 
I am a proficient IT worker who loves his job 
I am a person who likes to volunteer 
I am fortunate for the family I have 
I am a technology enthusiast 
I am good at sports 
I am a mentally and physically healthy person
I am someone who likes to travel and try new experiences
I am a music and movie avid lover",38,Male,White,United States,United States,United States,English,,,English,"I am a man.
I am a father.
I am a person who appreciates tradition.
I am a man who is proud of himself and what he has done.
I am an animal lover.
I consider myself a Republican and a conservative.
I am respectful of the history of where I belong. 
I am someone who is passionate about technology.
I am someone who values his work.
I value my family above all else. 
I am someone who believes deeply in personal responsibility.
I am a man who enjoys quiet moments to reflect on life.
I am someone who values freedom of expression and speech.
I am a believer in hard work as the path to success.
I believe in the Constitution.
I believe in God. 
I am a lover of simple pleasures. 
I am a man of solid routines.
I am a thinker who values critical analysis and logical debate.",40,Male,White,United States,United States,United States,English,,
train_0040,"I am a human.
I am alive.
I am a musician.
I am a son.
I am a grandson.
I am childless.
I am alone.
I am surrounded by friends and family.
I am complex.
I am simple.
I am thoughtful.
I am friendly.
I am a godfather.
I am an American.
I am a citizen of the world.
I am sometimes struggling.
I am often light and free.
I am in mourning.
I am in celebration.
I am here.",45,Male,White,United States,United States,United States,English,No,Full-Time,English,"I am a human.
I am a man.
I am an American.
I love my friends and family.
I try to do the best that I can.
I endeavor to harm no one.
I care deeply about others.
I'm in love with art.
I'm a musician.
I believe video games should generally be considered art.
I struggle with the aging process.
I feel like a man outside of time sometimes.
My dreams are filled with friends I've lost contact with and loved ones I've lost.
I was raised Catholic, but don't know what to believe as an adult.
I am of two minds about many things.
I believe it is important to change your beliefs when presented with compelling evidence.
I believe that caring for one another is invariably important and that sole belief is the one thing that can never change.
I am my mother's son.
I'm terrible at math.
I'm quite adept with English.",46,Male,White,United States,United States,United States,English,,Part-Time
train_0041,"I am a woman and I am 32 years old. I live in Texas. I am a social worker and a military spouse. I am a daughter, an older sister, and a dog mom. I am compassionate and curious. I am a good friend and a good listener. I am an exercise enthusiast and a rock climbing hobbyist. I am a night owl and a brunch lover. I am a musician and a lover of trying new recipes. I am a volunteer in my community. I am an avid reader.",32,Female,White,United States,United States,United States,English,No,Full-Time,English,"I am a woman
I am 33 years old 
I am a daughter
I am a sister
I am a spouse
I am a student
I am a social worker
I am a dog owner
I am an animal lover
I am a pianist
I am a motorcycle rider
I am a hard worker
I am a good friend 
I am a Japanese food lover 
I am a bookworm
I am a protector
I am a listener
I am a survivor 
I am a writer
I am a Coloradan",33,Female,White,United States,United States,United States,English,,
train_0042,I am an older male close to retirement. I have lived a wonderful life. I had had a job everyday of my life since I was 16. I believe in a strong work ethic and work responsibility. I believe you get what you work for and must understand delayed gratification to be successful. Nothing is handed to you and if it is you don't value it as much. NO one is entitled to success. It is a earned gratification that all Americans have the opportunity to achieve.,62,Male,White,United States,United States,United States,English,No,Full-Time,English,I am a diligent and ethically driven person. I take pride in all that I do to achieve the best results.,63,Male,White,United States,United States,United States,English,,
train_0043,"I'm a female.
I'm middle -aged.
I'm a proud 9th generation Vermonter. 
I'm disabled. 
I'm queer, specifically lesbian. 
I'm a professional musician. 
I'm a songwriter and composer. 
I'm a talented singer with a four-octave range. 
I'm a pet owner. 
I'm a big sister - the eldest of four. 
I'm the daughter of a Vietnam veteran. 
I'm a fat person. 
I'm in a long-term relationship. 
I'm physically disabled and have mobility challenges. 
I'm a caregiver. 
I'm a dreamer. 
I'm very open-minded. 
I'm a tall woman - 6'2"". 
I'm a person with mental health diagnosed. 
I'm a person living with chronic pain.",45,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),"English, Spanish","I am female
I am disabled 
I am queer
I'm a 9th generation Vermonter
I'm from the historic town of Bennington
I'm a singer 
I'm creative
I'm unusually tall
I'm taller than the average male
I'm musically inclined
I'm an artist 
I'm a writer
I'm intelligent 
I'm very spiritual 
I'm a big sister 
I'm a Great Aunt
I'm a lover 
I'm grateful
I'm powerful 
I'm unique",47,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
train_0044,"I am a father. 

I am a husband. 

I am a brother. 

I am a son. 

I am an American. 

I am a male. 

I am an adult. 

I am a musician, I like to play bass guitar. 

I am employed full-time. 

I am family-oriented. 

I am a Midwesterner. 

I am a Chicago sports fan. 

I am a college graduate. 

I am a home owner. 

I am usually calm. 

I am a fan of comedies. 

I am a listener of many different kind of music. 

I am color blind. 

I am tall. 

I am of European descent.",35,Male,White,United States,United States,United States,English,No,Full-Time,English,"A father

A husband

A son

A Midwesterner

A bassist

A baseball coach

A full-time worker 

A fan of Chicago sports

A remote worker

I enjoy summer

I am tall

I am blond

I am male

I am an adult

I am a college graduate

I am heterosexual

I am active

I enjoy video games

I enjoy board and card games

I am an investor",37,Male,White,United States,United States,United States,English,,Full-Time
train_0045,"I’m a curious person
I’m a lover of animals
I prefer animals to people
I love the outdoors 
I’m a swimmer
I’m my dog’s favorite person 
I’m a lazy man
I’m a good friend 
I’m a decent cook
I’m a bit of a hoarder
I could be more organized 
I’m fascinated by learning 
I’m a lefty
I’m planning Togo back to school 
I’m not very sociable
I’m not good with crowds
I’m happiest out in nature
I’m a lover of reptiles
I’m the worst at housework 
I’m a bookworm",72,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking),English,"I'm a good friend. I'm a lover of dogs and animals. I'm someone who worries about climate change. I'm perpertually immature. I'm a former student at Stony Brook. I am no longer in New York and miss it. I'm a constant reader. I'm an exercise fanatic whose lost his drive. I'm someone you can trust. I'm a good cook. I'm a good listener, sometimes. I'm short and it bothers me. I'm not very fit right now and it bothers me. I like to smoke pot. I don't drink but have a bottle of rum in the kitchen just in case I change my mind. I'm a swimmer who loves pools and outdoor swimming. I'm a best friend to my dog. I'm widowed twice and miss having a human companion. I'm looking forward to finding a friend and companion. I'm a writer and aspiring artist.",73,Male,Mixed,United States,United States,United States,English,,
train_0046,"I am:
Intelligent
Caring
Loved
Successful
Creative
Analytical
A family man
Sarcastic
A good cook
A bbq enthusiast
A hard worker
A dance dad
A good friend
Observant
Futuristic
Forever late
Independent
Emotionally connected
Perseverant
A good brother
A good son",35,Male,White,United States,United States,United States,English,No,Full-Time,English,"I am a father
I am a husband 
I am an intellectual 
I am a good debater
I am good cook
I am resilient
I am creative
I am there for my kids
I have a strong faith
I am empathetic
I am strong
I am a good learner
I am not great at apologizing 
I am a novice gardener
I am a good worker
I care about my community
I am independent
I am a good so 
I am a good friend
I am a savvy saver",36,Male,White,United States,United States,United States,English,,
train_0047,Who am I? I am an artist. I am a musician. I am a song-writer. I am a son. I am a brother. I am an uncle. I am a gamer. I am a computer nerd. I am an animal lover. I am a movie enthusiast. I am a listener. I am a philosopher. I am a reader. I am a fashion guy. I am a thinker. I am a dreamer. I am tired of answering this question. :) I am a beach bum. I am a Disney Land junkie. I am a thrill seeker.,35,Male,Other,United States,United States,United States,English,No,Full-Time,English,"I am an artist.
I am a free thinker.
I am a healer.
I am a problem solver.
I am a creative person.
I am a comedian.
I am a gamer.
I am a reader.
I am a learner.
I am a student.
I am a teacher.
I am a son.
I am a brother.
I am a family-oriented person.
I am a people person.
I am a talker.
I am a listener.
I am a movie enthusiast. 
I am a loner.
I am an outcast. 
I am a musician.
I am a song-writer.",36,Male,Other,United States,United States,United States,English,No,Full-Time
train_0048,"I am a human.
I am someone unique.
I am my own guide
I exist
I am living just like everyone else
I am someone who cares
I want everyone to be happy
I want to find meaning
I want to know if meaning exists
I am a real person
I am someone that is trying to figure things out
I am someone that is very anxious but cares
I am someone that has a lot to learn
I am someone who is constantly overthinking
I am someone who doesn't know what they want, but wants to know.
I am someone who is evolving
I am someone who is trying to find the right thing.
I am someone who enjoys gaming
I am someone who wants to be on the right side of history
I am someone who wants the best for people
I am someone who is skeptical of people too
I am someone who is just existing",27,Male,White,United States,United States,United States,English,No,Full-Time,English,"I am alive
I am a person who's understanding
I am someone who is nostalgic
I am someone of ambition
I am someone in need
I am someone to someone 
I am. 
I am me, and thats ok
I am learning
I am living
I am a gamer
I am a runescape player
I am someone who is interested 
I am an anxious person
I am an overthinker 
I am my memories
I am a friend
I am a partner
I am an animal lover
I am unique
I am real",28,Male,White,United States,United States,United States,English,No,Full-Time
train_0049,"I am a creative, spontaneous person. The kind of person who would go on a adventure at the spur of the moment. I'm generous, I would give my last if I felt others needed it more. My niceness sometimes get mistaken for being a push over. I'm wholesome. I have values and morals. I'm an advocate for women's rights. I love hard and I stand firmly for what I believe in. I am outspoken and have no fear in speaking out on wrong doings. I am ME!",21,Female,Black,United States,United States,United States,English,Yes,Part-Time,English,"I am God fearing.
I am Bold.
I am resilient.
I am blessed.
I am hardworking.
I am honest.
I am trustworthy.
I am direct.
I am a social butterfly.
I am dependable. 
I am smart.
I am kind.
I am beautiful.
I am smart. 
I am ME.
I am resourceful.
I am a Christian.
I am fearless.
I am peaceful.
I am creative.",23,Female,Black,United States,United States,United States,English,Yes,Part-Time
train_0050,"1. I am a person
2. I am creative
3. I am complicated
4. I am someone who cries a lot
5. I am tall
6. I am worn out
7. I am a cosplayer
8. I am a cat lover
9. I am someone that likes to be boring
10. I am not very good at cooking
11. I am moderately active
12. I am a middle child
13. I am a decent gamer
14. I am an over-achiever
15. I am shy
16. I am very anxious
17. I am not who I use to be
18. I am the same as I've always been
19. I am an amateur writer
20. I am not very good at describing who I am",23,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),English,I am a young adult. I am struggling to figure out myself. I am struggling to figure out life. I am creative. I am scatterbrained. I am often consumed by my emotions. I am an avid music listener. I am not the person that I used to be. I am considered tall for my demographics. I am quiet. I am shy. I am lonely. I am not great at explaining things. I am tired. I am not employed. I am a great disappointment to the people around me. I am confused. I am running out of ways to self-describe. I am mediocre at best. I am done with this.,24,Female,White,United States,United States,United States,English,No,Other
train_0051,"I am a mother, wife, sister, daughter, cousin, aunt, foodie, hard worker, provider, creative, smart, blessed, happy, kind, caring, nurturing, saver, saavy, reader, and efficient.",43,Female,Asian,United States,United States,Vietnam,English,,Full-Time,English,"Who am I?

I am a wife. I am a mother to two daughters. I am the cook in my household. I do half of the cleaning. I am Gen X, could be labeled as a Xennial. I am an Assistant Vice President at a bank. I like working with numbers. I like helping people. I like to craft. I like to quilt. I sell my crafts on Etsy. I enjoy the outdoors and like going to the beach with my family. I enjoy going out to restaurants. I look up recommendations on yelp. I enjoy watching tv and streaming services. I enjoy hanging out with my family and friends. I am more quiet and reserved than most. I grew up in California. I now live on an island in the Pacific Ocean. I am happy. I enjoy life.",45,Female,Asian,United States,United States,Vietnam,English,,
train_0052,"I am an elderly woman who lives alone in Arizona.  I was divorced 22 years ago and never remarried.  I raised three children in a suburban environment.  I never worked more than part-time when my children were growing up. After I was divorced I went to school and got an Nursing degree in the 50's.  I worked as a Hospice Nurse for fifteen years which was very challenging but also rewarding.  I was diagnosed with lung disease when I was 55 years old and found that I had a genetic mutation for Cystic Fibrosis.  This explained and life long problem with a chronic cough and eventually difficulty breathing.  I am retired now and have a Doodle puppy that keeps me company.  I grew up in Florida and we moved to Massachusetts, and New York.  I worked in various offices as a secretary and eventually worked in medical offices in the front office.  I lived in New Jersey, Texas, Colorado, Minnesota, California, Arizona, Oregon and Washington.  I enjoy change and seeing new places. I have one grandchild who is 9 years old now and I spent a lot of time with him up until and year ago when I moved to Arizona.  My adult children live in three different states but I see them as much as possible.  I like to do craft projects and enjoy gardening. I like to read all kinds of books and always have since I was a child. I have a sister and a brother who live in Florida who I don't see very much.  My sister and I stay in contact through emails and phone calls.   I have 2 nieces and 1 nephew who live on the East Coast and don't see very much anymore.  My father was in the Navy during WWII but didn't see active service before the War ended.  My mother died when I was 23 years old and my father died when I was 30 years old.  I have a lot of cousins living in New England but haven't seen them since I was a teenager.  I like to walk with my dog and enjoy nature.  I really like Arizona because it is so diverse with climate, terrain, altitudes, and things to do with deserts and mountains. I am a Democrat and hope that our country to find peace whether it's together or living separately according to what people believe.  I wish for world peace. I love animals and have had many different pets in my life.  I would love to have a little farm with lots of animals but I'm afraid it would be too much work for me now.",70,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,"elderly, introverted, thoughtful, curious, caring, helpful, withdrawn, discerning, healthy, careful, cautious, enjoys nature, likes art, likes photography, likes people, loves animals, peaceful, content, simple life, likes peanut butter, loves children, appreciates kindness, kind, spiritual, inspired, quiet, friendly, giving",71,Female,White,United States,United States,United States,English,,
train_0053,"I am him. I am a caregiver, a man with purpose to take care of my family. I am who god wants me to be. My creator, whether he exists or not, I am someone looked at with care",21,Male,White,United States,United States,Mexico,English,No,Part-Time,"English, Spanish",I am me. I believe to be loyal and understanding. I consider myself as a hard working person. Someone who has a passion for life and its creation. I walk along earth and appreciate the moments present. I give it my all to give a better life to others. I am humble. I am me,22,Male,White,United States,United States,Mexico,English,No,Full-Time
train_0054,"1. I am just a girl.
2. I am a mom
3. I am all the things I feel.
4. I am my inner thoughts.
5. I am sad.
6. I am fearful for the future.
7. I am excited for the future.
8. I am more than my negative feelings.
9. I am capable. 
10. I am worthy of everything I think I'm not.
11. I am all my past versions of myself.
12. I am trying my best.
13. I am funny.
14. I am a reflection of the best parts of my parents.
15. I am a girl.
16. I am 27 years old and terrified of growing old.
17. I am a writer.
18. I am a teacher.
19. I am loved.
20. I am someone who is important.",27,Female,Other,United States,United States,United States,Spanish,Yes,Due to start a new job within the next month,"English, Spanish",Who am I? I am a strong young woman and I will and know to achieve!,29,Female,Other,United States,United States,United States,Spanish,,
train_0055,"Caring, honest, smart, brave, cautious, loving, loyal, fun, sarcastic, funny, quiet, adventurous, momma, wifey, intelligent, pretty, wise, nurturing, sweet, kind",39,Female,White,United States,United States,United States,English,No,Part-Time,English,"I am a mom, wife, daughter, sister, teacher, volunteer, friend, helper, painter, artist, crafter, gardener,Baker, cook, organizer, athlete, rock, cleaner, seller, giver, Christian,",41,Female,White,United States,United States,United States,English,No,Part-Time
train_0056,"Intelligent, kind, funny, curious, stubborn, hard-working, dedicated, caring, helpful, empathetic, supportive, smart, tenacious, tired, artistic, creative, invested, thoughtful, friendly, sarcastic",36,Female,White,United States,United States,United States,English,Yes,,English,"I am a sister, a daughter, an aunt, a friend. I am a teacher. I am tired and stressed and still not sure what I want to be doing with my life. I am a good person who wants to do the right thing. I am lonely sometimes. I am trying my best. I am someone who likes to try new things. I am creative. I am a writer, a passable artist, and a decent decorator. I am thrifty and I am thoughtful. I want to be better and I make an effort to be so. I am worthy of love and I deserve to be taken into consideration.",37,Female,White,United States,United States,United States,English,,
train_0057,"I am a woman who had a birthday yesterday.
I am someone who enjoys playing golf.
I like to be social but I also have my limits - I am definitely an introvert.
I have two sons who both have PhDs.
I grew up in Oregon but moved to Arizona six years ago.
I have been married to my husband for more than 35 years.
I like to travel a little bit which at this time is mostly confined to going back to the Northwest and visiting family.",63,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,"Responsible
Loyal
Short-tempered
smart
dependable",64,Female,White,United States,United States,United States,English,,
train_0058,"I am an American, born and raised in North Carolina. I was a US Army soldier and military police officer for 5 years. I was married but divorced, with no children by choice. I am an animal lover and have 3 dogs. I am a police officer and have been for 28 long years. I am a democrat and hate donald trump so much that I purposefully never capitalize his name. I was born in the 1960's and am in my 50's. I hope to win the lottery but in the mean time I do surveys like this for a little extra money. I have one brother and one sister, both are older. I am running out of who am I ideas so hopefully there were 20 different things listed here.",56,Male,White,United States,United States,United States,English,,,English,"Hi I am 58 year old. You can't see me so I'll write that I am a white male. I am 5'10"" tall and weigh about 145 lbs with a thin build. I have reddish brown hair and brown eyes. I'm originally from North Carolina but now live in SE Georgia near Savannah and have lived here for about 32 years. I work as a local police officer for the past 30 years. Before that I worked as a military police officer in the US Army. I am divorced but in a relationship. I have one sister and brother, no children, and 2 dogs. I can't wait to retire but have to wait several more years unless I win the lottery.",58,Male,White,United States,United States,United States,English,,
train_0059,"A citizen
An artist
A musician
A husband
A brother
A neighbor
An educator
A reader
A student
A driver
An author
A homeowner
An adult
An active person
A curious person
A creative person
A developer of methods
A carpenter
A painter
A cook",67,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,"I am interested in continued education.
I am creative.
I am an artist.
I am a musician.
I am a husband.
I am a caregiver.
I am a conservationist.
I am a hiker.
I am an activist.
I am a helper.
I am a listener.
I am a problem solver.
I am a community member.
I am a good neighbor.
I am considerate of others.
I am skilled with my hands.
I am a good technician.
I am an exerciser.
I am an uncle.
I am retired.",69,Male,White,United States,United States,United States,English,No,
train_0060,"I am a compassionate and kind person. 
I am intelligent and tend to rely on logic more than emotions. 
I am witty, and sarcastic but kind and prefer not to inflict harm by my words. 
I am the person who tries to diffuse tension with humor and don't like angry exchanges.
I have always loved animals and am always trying to help them in some way. 
I tend to be naive and too trusting with people because I assume that they are good at heart. I have many interests and tend to overextend myself. 
I am reserved in nature and not demonstrative.
I care deeply but don't show it often.
I am curious and enjoy learning about the world.
I like creative tasks.
I am organized.
I am an introvert and need a lot of time to myself.
I tend to overthink things which can make me indecisive, 
I really enjoy humor and people who are funny.
I love music and have a good ear and frequently get compliments on my taste in music. 
I am artistic and have a good eye for color and form.
I worry too much and don't like uncertainty.
I am very protective of others but not maternal.
I can be selfish but also giving. 
I am hard to get to know because I am a complex person.",63,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),English,"I am someone who is: compassionate, loves animals, witty, enjoys learning new things, curious, enjoys nature, good with hands, dislikes confrontation and tries to find common ground, likes things organized, tends to be anxious, introverted, artisitically inclined, self concious, introspective, energetic, strong willed, enjoys music, helpful, worries a lot",64,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
train_0061,"I am a 71 year old grandmother. I am retired from a major university, but I was in Grant funding. I always had boring office jobs, which I said, supported my life, but was not my life. My life was one of many interests. I am interested in metaphysics,I am interested in astrology and the tarot and reincarnation, I took many classes and worked as a tarot reader. I’m a Reiki master. I worked at the Renaissance Festival.  I have a degree in metaphysics from the university of metaphysics.  I can see auras. I am very astute and psychic. I have two daughters that I love more than anything and a grandson and two more grandchildren that my love is limitless. I love my little dog and I grieve over the loss of another dog I had, I like to learn things I like to have fun. I have a good sense of humor and am well liked. I don’t like to travel I like being at home. I am an introvert I like to read. I do arts and crafts. I feel very fortunate to be my age and hope to go on another couple of decades.",71,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,"I am a 73 year-old woman who has led most an interesting and a boring life. If you ask me about my life, I would say it was nothing special, but I think everybody’s life is unique and interesting in their own way so looking back I can see different thingsabout myself that are very interesting as for who am I? I’m as complicated and simple as anybody else, I am filled with complex and often conflicting emotions. Is it difficult to describe myself because it’s constantly changing.",73,Female,White,United States,United States,United States,English,,
train_0062,"I am a rural girl at heart, though now I live within a city. I love the outdoors, hiking, gardening, etc. I am a bit of an introvert, but enjoy deep relationships with those close to me. My favorite role at this point in my life is as a mother. I (along with my husband) am aiming to raise our children to be conscientious, honorable, faithful people. I am a Chrisitan, have been since my teen years. I have spent time overseas, which has transformed the way I view the world and my place in it. There are wonderful things about every people on Earth. I hope to live a life that is filled with genuine love and care for those around me.",34,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,"I am a woman, daughter, mother, friend, 30-something, Christian, southern-ish, Louisvillian, compassionate, empathetic, loyal forgiving, friendly, listener, enjoyer of art, wannabe creative, wife, fisher, bike rider, hiking, person.",36,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
train_0063,"i am a son, i am a brother, i am a stepdad, i am a nerd, i am a good person, i am a person who likes coke zero, i am a person who loves pizza, i am strong, i am smart, i am funny, i am handsome, i am a gambler, i am a winner, i am succesful, i am white, i am 33, i am tall, i am thin, i am great",33,Male,White,United States,United States,United States,English,No,Full-Time,English,I am a son. I am a dog dad. I am smart. I am handsome. I am kind of dumb sometimes. I am nice. I am kind. I am also an asshole sometimes. I am tired. I am getting old.,34,Male,White,United States,United States,United States,English,,
train_0064,"1. I am a woman, 2, I am feminine, 3. I am a reader,4. I am a sister, 5, I am compassionate, 6. I am successful, 7. I am kind, 8. I am educated, 9. I am curious, 10. I am artistic, 11, I have a great sense of humor. 12, I am considerate. 13. I am mindful 14. I am aware 15. I am open minded 18. I am creative 19. I am loving 20. I am a good steward of nature",60,Female,White,United States,United States,United States,English,No,Other,"English, French, Spanish","female, 61, kind, smart, considerate, an Oregonian, artistic, outdoorsy, book lover, activist, liberal, open minded, animal lover, good cook, health minded, curious, loyal, positive, strong, a problem solver",61,Female,White,United States,United States,United States,English,,Full-Time
train_0065,"I'm a wife, a mother and a grandmother. I'm a homemaker and married my soulmate over 30 years ago. I am obsessed with Disney and we travel to Disney World often. I love my car more than the average person, it's my dream vehicle and I take exceptional care of it. Football is a passion and I try to never miss my teams games, during football season I become a different person, my husband loves it though. I'm laid back and easy to get along with but at the same time I'm not a people person either. I can only tolerate crowds when at Disney.",48,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,"I'm a wife.
I'm a mother and a grandmother. 
I'm a daughter to a single mother.
I'm a friend.
I love my job and the people I work with.
I'm obsessed with Disney.
I have red hair and I treat others as they treat me.
Traveling is one of me favorite things to do.
I became a mother at the age of 17 and met my soulmate when I was 16.
I belive everything happens for a reason and you get out of life what you put into it.
I'm madly in love with my husband and I spend everyday making sure he knows it and feels it.
I'm a very lucky woman and my husband shows me and tells me daily how much I mean to him.
I suffer from Depression, anxiety and PTSD, but I refuse to let it make me miserable.",49,Female,White,United States,United States,United States,English,No,Part-Time
train_0066,I am a spritual being. I am female I am middle age.  I like the color blue. I have a BA. I like parks. I like playing poker. I like to read .,59,Female,Black,United States,United States,United States,English,No,Full-Time,English,"I am a female 
I live in the South
I have a degree in Sociology
I am tall
I like to dance
i play video games
I am in sales
I have 3 brothers
I like to walk
I read a lot of books
I talk to strangers
I have no kids
I like to look natural
My favorite  is blue.
I like plants.
I have been a movie extra,
I eat a lot of beef.
I like to walk bare foot.
I am an independent.
I love jackets.",60,Female,Black,United States,United States,United States,English,No,Full-Time
train_0067,"I am a person who believes in future generations. I do my best to live life in a way that will benefit those who will be living here hundreds of years from now. I love art, online content, time with my pets, and my girlfriend.",29,Male,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,"I am a leader. I am someone who enjoys family time. I'm a veteran. I am a gamer. I love my pets. I love my partner. My life revolves around providing opportunities my family. I'm an artist. I'm a protector. I love traveling. I'm someone who suffers a great deal. I'm someone who has a broken body. I'm someone with who has made a great deal of friends. I'm someone who has a few ""best friends"" who I wouldn't trade for the world. I'm someone who is trying to do better. I'm someone who used to love running. I'm someone who was only fast because of the help of others. I'm someone who never gives up. I don't believe in god. I do believe something happens after death.",31,Male,Mixed,United States,United States,United States,English,,
train_0068,"I am a woman.
I am 29.
I am a human.
I am in Texas. 
I am from California.
I am Lebanese- American.
I am a partner. 
I am a friend.
I am kind and compassionate.
I am positive.
I am unflappable.
I am healthy and happy.
I am flexible.
I am smart 
I am a teacher.
I am a learner.
I am funny.
I am a good person.
I am trying my best.
I am successful.",29,Female,Mixed,United States,United States,United States,English,No,Full-Time,English,I am smart. I am kind. I am thoughtful. I am funny. I am goofy. I am whimsical. I am unflappable. I am beautiful. I am trying my best. I am creative. I am considerate. I am empathetic. I am a good friend. I am a sister. I am a daughter. I am eager to learn. I am active. I am quick witted. I am someone who loves new things. I am having fun.,31,Female,Mixed,United States,United States,United States,English,,
